outcome,constraint_mode,given_mean,given_sd,prescribed_mean,prescribed_sd,pct_change,n_test,n_prescribed_eval,mean_solve_time,solve_time_sd,method,n_method_feasible,realization,subsample_seed
Infection,dlt_only,0.8645833333333334,0.34396424742808945,0.75,0.435285750066007,-13.253012048192776,96,96,0.0343241939942042,0.042157326852544405,robust_reg,96,7,8042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.0343241939942042,0.042157326852544405,robust_reg,96,7,8042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,12.209320382261602,1.132401315805649,14.206158428795973,96,96,0.0343241939942042,0.042157326852544405,robust_reg,96,7,8042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.53125,0.501642040544954,-23.88059701492537,96,96,0.0343241939942042,0.042157326852544405,robust_reg,96,7,8042
Any_DLT,all_constraints,0.8651685393258427,0.34347857005916343,1.0,0.0,15.584415584415584,96,89,0.05471652994553248,0.07584091589191444,robust_reg,95,7,8042
Blood,all_constraints,0.8651685393258427,0.34347857005916343,1.0,0.0,15.584415584415584,96,89,0.05471652994553248,0.07584091589191444,robust_reg,95,7,8042
Constitutional,all_constraints,0.8876404494382022,0.3175975958515819,0.9550561797752809,0.20835461246451933,7.594936708860766,96,89,0.05471652994553248,0.07584091589191444,robust_reg,95,7,8042
Infection,all_constraints,0.8764044943820225,0.3309842319473132,1.0,0.0,14.102564102564099,96,89,0.05471652994553248,0.07584091589191444,robust_reg,95,7,8042
Gastrointestinal,all_constraints,0.8764044943820225,0.3309842319473132,1.0,0.0,14.102564102564099,96,89,0.05471652994553248,0.07584091589191444,robust_reg,95,7,8042
Overall_Survival,all_constraints,10.707537692238304,1.840739164921015,11.845479315773433,1.1572686468045903,10.627481837957962,96,89,0.05471652994553248,0.07584091589191444,robust_reg,95,7,8042
all_constraints,all_constraints,0.7191011235955056,0.4519846147055687,0.9550561797752809,0.20835461246451933,32.8125,96,89,0.05471652994553248,0.07584091589191444,robust_reg,95,7,8042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.0188455730676651,0.01684475305948943,cp,96,8,9042
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.0188455730676651,0.01684475305948943,cp,96,8,9042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9270833333333334,0.26136450315368365,7.228915662650602,96,96,0.0188455730676651,0.01684475305948943,cp,96,8,9042
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.0188455730676651,0.01684475305948943,cp,96,8,9042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.0188455730676651,0.01684475305948943,cp,96,8,9042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.938215801662786,1.0457157559798296,11.670242283322077,96,96,0.0188455730676651,0.01684475305948943,cp,96,8,9042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9270833333333334,0.26136450315368365,32.8358208955224,96,96,0.0188455730676651,0.01684475305948943,cp,96,8,9042
Any_DLT,all_constraints,0.8526315789473684,0.3563533105934119,0.968421052631579,0.1758040240472914,13.58024691358025,96,95,0.1300409659743309,0.1900247701723022,cp,95,8,9042
Blood,all_constraints,0.8736842105263158,0.33396729560733096,0.968421052631579,0.17580402404729137,10.843373493975898,96,95,0.1300409659743309,0.1900247701723022,cp,95,8,9042
Constitutional,all_constraints,0.8736842105263158,0.333967295607331,0.9789473684210527,0.1443214031708876,12.048192771084336,96,95,0.1300409659743309,0.1900247701723022,cp,95,8,9042
Infection,all_constraints,0.8736842105263158,0.333967295607331,0.9789473684210527,0.1443214031708876,12.048192771084336,96,95,0.1300409659743309,0.1900247701723022,cp,95,8,9042
Gastrointestinal,all_constraints,0.8631578947368421,0.34550383548659225,0.9473684210526315,0.22448148540588725,9.7560975609756,96,95,0.1300409659743309,0.1900247701723022,cp,95,8,9042
Overall_Survival,all_constraints,10.6999871958255,1.7864730982355768,11.355244198912658,1.2065361873122653,6.123904553295168,96,95,0.1300409659743309,0.1900247701723022,cp,95,8,9042
all_constraints,all_constraints,0.7052631578947368,0.4583430892442982,0.9157894736842105,0.27917652063748477,29.850746268656714,96,95,0.1300409659743309,0.1900247701723022,cp,95,8,9042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.01140701025724411,0.0021259603173655445,nominal,96,8,9042
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.01140701025724411,0.0021259603173655445,nominal,96,8,9042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,0.9479166666666666,0.22336148028967082,9.63855421686746,96,96,0.01140701025724411,0.0021259603173655445,nominal,96,8,9042
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.01140701025724411,0.0021259603173655445,nominal,96,8,9042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.01140701025724411,0.0021259603173655445,nominal,96,8,9042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,11.955922981374437,1.0357528101943358,11.835875496978597,96,96,0.01140701025724411,0.0021259603173655445,nominal,96,8,9042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,0.9479166666666666,0.22336148028967082,35.820895522388064,96,96,0.01140701025724411,0.0021259603173655445,nominal,96,8,9042
Any_DLT,all_constraints,0.8526315789473684,0.3563533105934119,1.0,0.0,17.283950617283953,96,95,0.04534538835287094,0.023051968430174,nominal,96,8,9042
Blood,all_constraints,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.04534538835287094,0.023051968430174,nominal,96,8,9042
Constitutional,all_constraints,0.8736842105263158,0.333967295607331,0.9578947368421052,0.20189472049435528,9.63855421686746,96,95,0.04534538835287094,0.023051968430174,nominal,96,8,9042
Infection,all_constraints,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.04534538835287094,0.023051968430174,nominal,96,8,9042
Gastrointestinal,all_constraints,0.8631578947368421,0.34550383548659225,0.9894736842105263,0.10259783520851541,14.634146341463408,96,95,0.04534538835287094,0.023051968430174,nominal,96,8,9042
Overall_Survival,all_constraints,10.6999871958255,1.7864730982355768,11.783245919170211,1.2158123522181545,10.123925417100821,96,95,0.04534538835287094,0.023051968430174,nominal,96,8,9042
all_constraints,all_constraints,0.7052631578947368,0.4583430892442982,0.9578947368421052,0.20189472049435528,35.820895522388064,96,95,0.04534538835287094,0.023051968430174,nominal,96,8,9042
Any_DLT,dlt_only,0.8541666666666666,0.35479176002615415,1.0,0.0,17.07317073170732,96,96,0.010923827687899271,0.0012338318068347651,robust_reg,96,8,9042
Blood,dlt_only,0.875,0.33245498310218435,1.0,0.0,14.285714285714286,96,96,0.010923827687899271,0.0012338318068347651,robust_reg,96,8,9042
Constitutional,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.010923827687899271,0.0012338318068347651,robust_reg,96,8,9042
Infection,dlt_only,0.8645833333333334,0.34396424742808945,1.0,0.0,15.662650602409633,96,96,0.010923827687899271,0.0012338318068347651,robust_reg,96,8,9042
Gastrointestinal,dlt_only,0.8645833333333334,0.3439642474280894,1.0,0.0,15.662650602409633,96,96,0.010923827687899271,0.0012338318068347651,robust_reg,96,8,9042
Overall_Survival,dlt_only,10.690597206168823,1.779425762099106,10.560149824076442,0.9474245471193796,-1.2202066879585423,96,96,0.010923827687899271,0.0012338318068347651,robust_reg,96,8,9042
all_constraints,dlt_only,0.6979166666666666,0.4615714956689105,1.0,0.0,43.28358208955225,96,96,0.010923827687899271,0.0012338318068347651,robust_reg,96,8,9042
Any_DLT,all_constraints,0.8526315789473684,0.3563533105934119,0.8842105263157894,0.3216697756533383,3.7037037037037024,96,95,0.047520639995733895,0.040307927045231305,robust_reg,96,8,9042
Blood,all_constraints,0.8736842105263158,0.33396729560733096,0.4105263157894737,0.4945390469729999,-53.01204819277108,96,95,0.047520639995733895,0.040307927045231305,robust_reg,96,8,9042
Constitutional,all_constraints,0.8736842105263158,0.333967295607331,0.9157894736842105,0.27917652063748477,4.819277108433724,96,95,0.047520639995733895,0.040307927045231305,robust_reg,96,8,9042
Infection,all_constraints,0.8736842105263158,0.333967295607331,0.8315789473684211,0.37622513571472216,-4.819277108433737,96,95,0.047520639995733895,0.040307927045231305,robust_reg,96,8,9042
Gastrointestinal,all_constraints,0.8631578947368421,0.34550383548659225,0.9894736842105263,0.10259783520851541,14.634146341463408,96,95,0.047520639995733895,0.040307927045231305,robust_reg,96,8,9042
Overall_Survival,all_constraints,10.6999871958255,1.7864730982355768,12.32911665691085,1.3376495424498451,15.225527201760949,96,95,0.047520639995733895,0.040307927045231305,robust_reg,96,8,9042
all_constraints,all_constraints,0.7052631578947368,0.4583430892442982,0.30526315789473685,0.4629618846157239,-56.71641791044777,96,95,0.047520639995733895,0.040307927045231305,robust_reg,96,8,9042
Any_DLT,dlt_only,0.8526315789473684,0.3563533105934119,1.0,0.0,17.283950617283953,96,95,0.03067289541165034,0.03677513295477106,cp,95,9,10042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,0.9894736842105263,0.10259783520851541,13.25301204819276,96,95,0.03067289541165034,0.03677513295477106,cp,95,9,10042
Constitutional,dlt_only,0.8736842105263158,0.333967295607331,0.968421052631579,0.1758040240472914,10.843373493975898,96,95,0.03067289541165034,0.03677513295477106,cp,95,9,10042
Infection,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.03067289541165034,0.03677513295477106,cp,95,9,10042
Gastrointestinal,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.03067289541165034,0.03677513295477106,cp,95,9,10042
Overall_Survival,dlt_only,10.6999871958255,1.7864730982355768,11.730868538940527,1.1503144409894575,9.634416604883562,96,95,0.03067289541165034,0.03677513295477106,cp,95,9,10042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.9578947368421052,0.20189472049435528,35.820895522388064,96,95,0.03067289541165034,0.03677513295477106,cp,95,9,10042
Any_DLT,all_constraints,0.8586956521739131,0.3502439256481347,0.967391304347826,0.17858337274913308,12.658227848101257,96,92,0.32745445768038434,0.37583087280696964,cp,92,9,10042
Blood,all_constraints,0.8804347826086957,0.32623025995934074,0.967391304347826,0.17858337274913308,9.876543209876536,96,92,0.32745445768038434,0.37583087280696964,cp,92,9,10042
Constitutional,all_constraints,0.8804347826086957,0.32623025995934074,0.9347826086956522,0.24826199498867582,6.172839506172841,96,92,0.32745445768038434,0.37583087280696964,cp,92,9,10042
Infection,all_constraints,0.8804347826086957,0.32623025995934074,0.967391304347826,0.17858337274913305,9.876543209876536,96,92,0.32745445768038434,0.37583087280696964,cp,92,9,10042
Gastrointestinal,all_constraints,0.8695652173913043,0.3386265505758479,0.9782608695652174,0.14662959759729013,12.500000000000005,96,92,0.32745445768038434,0.37583087280696964,cp,92,9,10042
Overall_Survival,all_constraints,10.774218100769163,1.7469142881320883,11.689852347153684,1.1681380955295577,8.498382321768242,96,92,0.32745445768038434,0.37583087280696964,cp,92,9,10042
all_constraints,all_constraints,0.717391304347826,0.4527349601029049,0.9130434782608695,0.2833152987899314,27.27272727272727,96,92,0.32745445768038434,0.37583087280696964,cp,92,9,10042
Any_DLT,dlt_only,0.8526315789473684,0.3563533105934119,1.0,0.0,17.283950617283953,96,95,0.012739742795626322,0.0010438903988831305,nominal,96,9,10042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.012739742795626322,0.0010438903988831305,nominal,96,9,10042
Constitutional,dlt_only,0.8736842105263158,0.333967295607331,0.9789473684210527,0.1443214031708876,12.048192771084336,96,95,0.012739742795626322,0.0010438903988831305,nominal,96,9,10042
Infection,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.012739742795626322,0.0010438903988831305,nominal,96,9,10042
Gastrointestinal,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.012739742795626322,0.0010438903988831305,nominal,96,9,10042
Overall_Survival,dlt_only,10.6999871958255,1.7864730982355768,11.96373999981005,0.9752912577902741,11.810788002415476,96,95,0.012739742795626322,0.0010438903988831305,nominal,96,9,10042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.9789473684210527,0.1443214031708876,38.805970149253746,96,95,0.012739742795626322,0.0010438903988831305,nominal,96,9,10042
Any_DLT,all_constraints,0.8586956521739131,0.3502439256481347,0.9891304347826086,0.10425720702853734,15.189873417721508,96,92,0.04896576702594757,0.06124015387665827,nominal,96,9,10042
Blood,all_constraints,0.8804347826086957,0.32623025995934074,0.9782608695652174,0.14662959759729013,11.111111111111109,96,92,0.04896576702594757,0.06124015387665827,nominal,96,9,10042
Constitutional,all_constraints,0.8804347826086957,0.32623025995934074,0.967391304347826,0.17858337274913305,9.876543209876536,96,92,0.04896576702594757,0.06124015387665827,nominal,96,9,10042
Infection,all_constraints,0.8804347826086957,0.32623025995934074,0.9891304347826086,0.10425720702853734,12.345679012345672,96,92,0.04896576702594757,0.06124015387665827,nominal,96,9,10042
Gastrointestinal,all_constraints,0.8695652173913043,0.3386265505758479,1.0,0.0,15.000000000000004,96,92,0.04896576702594757,0.06124015387665827,nominal,96,9,10042
Overall_Survival,all_constraints,10.774218100769163,1.7469142881320883,12.006883883772016,0.9412055400222112,11.440883890357236,96,92,0.04896576702594757,0.06124015387665827,nominal,96,9,10042
all_constraints,all_constraints,0.717391304347826,0.4527349601029049,0.9456521739130435,0.22794497286530102,31.818181818181824,96,92,0.04896576702594757,0.06124015387665827,nominal,96,9,10042
Any_DLT,dlt_only,0.8526315789473684,0.3563533105934119,1.0,0.0,17.283950617283953,96,95,0.011678005258242289,0.0006901576850779234,robust_reg,96,9,10042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.011678005258242289,0.0006901576850779234,robust_reg,96,9,10042
Constitutional,dlt_only,0.8736842105263158,0.333967295607331,0.9368421052631579,0.2445371796902055,7.228915662650599,96,95,0.011678005258242289,0.0006901576850779234,robust_reg,96,9,10042
Infection,dlt_only,0.8736842105263158,0.333967295607331,1.0,0.0,14.457831325301198,96,95,0.011678005258242289,0.0006901576850779234,robust_reg,96,9,10042
Gastrointestinal,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.011678005258242289,0.0006901576850779234,robust_reg,96,9,10042
Overall_Survival,dlt_only,10.6999871958255,1.7864730982355768,11.973684547525814,0.9799718422383096,11.90372781191023,96,95,0.011678005258242289,0.0006901576850779234,robust_reg,96,9,10042
all_constraints,dlt_only,0.7052631578947368,0.4583430892442982,0.9368421052631579,0.2445371796902055,32.835820895522396,96,95,0.011678005258242289,0.0006901576850779234,robust_reg,96,9,10042
Any_DLT,all_constraints,0.8586956521739131,0.3502439256481347,1.0,0.0,16.45569620253164,96,92,0.06644723812739055,0.07365976674065791,robust_reg,96,9,10042
Blood,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.06644723812739055,0.07365976674065791,robust_reg,96,9,10042
Constitutional,all_constraints,0.8804347826086957,0.32623025995934074,0.967391304347826,0.17858337274913305,9.876543209876536,96,92,0.06644723812739055,0.07365976674065791,robust_reg,96,9,10042
Infection,all_constraints,0.8804347826086957,0.32623025995934074,1.0,0.0,13.580246913580243,96,92,0.06644723812739055,0.07365976674065791,robust_reg,96,9,10042
Gastrointestinal,all_constraints,0.8695652173913043,0.3386265505758479,1.0,0.0,15.000000000000004,96,92,0.06644723812739055,0.07365976674065791,robust_reg,96,9,10042
Overall_Survival,all_constraints,10.774218100769163,1.7469142881320883,11.741548906273529,1.0072050573537703,8.978199591442362,96,92,0.06644723812739055,0.07365976674065791,robust_reg,96,9,10042
all_constraints,all_constraints,0.717391304347826,0.4527349601029049,0.967391304347826,0.17858337274913305,34.84848484848485,96,92,0.06644723812739055,0.07365976674065791,robust_reg,96,9,10042
Any_DLT,dlt_only,0.8526315789473684,0.35635331059341196,1.0,0.0,17.283950617283953,96,95,0.049196782211462654,0.06592475231836095,cp,95,10,11042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.049196782211462654,0.06592475231836095,cp,95,10,11042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.9263157894736842,0.26264227200873946,7.317073170731704,96,95,0.049196782211462654,0.06592475231836095,cp,95,10,11042
Infection,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.049196782211462654,0.06592475231836095,cp,95,10,11042
Gastrointestinal,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.049196782211462654,0.06592475231836095,cp,95,10,11042
Overall_Survival,dlt_only,10.70978762534661,1.7788508773193075,11.715448967243494,1.1185231828207414,9.390114697669711,96,95,0.049196782211462654,0.06592475231836095,cp,95,10,11042
all_constraints,dlt_only,0.6947368421052632,0.462961884615724,0.9263157894736842,0.26264227200873946,33.33333333333332,96,95,0.049196782211462654,0.06592475231836095,cp,95,10,11042
Any_DLT,all_constraints,0.8651685393258427,0.34347857005916343,0.9775280898876404,0.14905216367918436,12.98701298701298,96,89,0.32723822196324664,0.5547488519899505,cp,95,10,11042
Blood,all_constraints,0.8876404494382022,0.3175975958515819,0.9662921348314607,0.18149869785703643,8.860759493670896,96,89,0.32723822196324664,0.5547488519899505,cp,95,10,11042
Constitutional,all_constraints,0.898876404494382,0.30320049697971085,0.9775280898876404,0.14905216367918436,8.749999999999996,96,89,0.32723822196324664,0.5547488519899505,cp,95,10,11042
Infection,all_constraints,0.8876404494382022,0.3175975958515819,0.9887640449438202,0.10599978800063597,11.392405063291143,96,89,0.32723822196324664,0.5547488519899505,cp,95,10,11042
Gastrointestinal,all_constraints,0.8651685393258427,0.3434785700591634,0.9550561797752809,0.20835461246451933,10.38961038961039,96,89,0.32723822196324664,0.5547488519899505,cp,95,10,11042
Overall_Survival,all_constraints,10.753513860264947,1.8278199004566187,11.543660987607637,1.1146004356000923,7.347804053727445,96,89,0.32723822196324664,0.5547488519899505,cp,95,10,11042
all_constraints,all_constraints,0.7415730337078652,0.44025018423517004,0.9213483146067416,0.2707195421096928,24.242424242424242,96,89,0.32723822196324664,0.5547488519899505,cp,95,10,11042
Any_DLT,dlt_only,0.8526315789473684,0.35635331059341196,1.0,0.0,17.283950617283953,96,95,0.013587097326914469,0.0008363509905626033,nominal,96,10,11042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.013587097326914469,0.0008363509905626033,nominal,96,10,11042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.9473684210526315,0.22448148540588725,9.7560975609756,96,95,0.013587097326914469,0.0008363509905626033,nominal,96,10,11042
Infection,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.013587097326914469,0.0008363509905626033,nominal,96,10,11042
Gastrointestinal,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.013587097326914469,0.0008363509905626033,nominal,96,10,11042
Overall_Survival,dlt_only,10.70978762534661,1.7788508773193075,11.97468046065307,0.9619223172811895,11.810624818673968,96,95,0.013587097326914469,0.0008363509905626033,nominal,96,10,11042
all_constraints,dlt_only,0.6947368421052632,0.462961884615724,0.9473684210526315,0.22448148540588725,36.363636363636346,96,95,0.013587097326914469,0.0008363509905626033,nominal,96,10,11042
Any_DLT,all_constraints,0.8651685393258427,0.34347857005916343,0.9775280898876404,0.14905216367918436,12.98701298701298,96,89,0.051068373024463654,0.0390162131147132,nominal,96,10,11042
Blood,all_constraints,0.8876404494382022,0.3175975958515819,0.9775280898876404,0.14905216367918436,10.126582278481013,96,89,0.051068373024463654,0.0390162131147132,nominal,96,10,11042
Constitutional,all_constraints,0.898876404494382,0.30320049697971085,0.9775280898876404,0.14905216367918436,8.749999999999996,96,89,0.051068373024463654,0.0390162131147132,nominal,96,10,11042
Infection,all_constraints,0.8876404494382022,0.3175975958515819,0.9887640449438202,0.10599978800063597,11.392405063291143,96,89,0.051068373024463654,0.0390162131147132,nominal,96,10,11042
Gastrointestinal,all_constraints,0.8651685393258427,0.3434785700591634,1.0,0.0,15.584415584415584,96,89,0.051068373024463654,0.0390162131147132,nominal,96,10,11042
Overall_Survival,all_constraints,10.753513860264947,1.8278199004566187,11.934252762148699,1.0791075995070614,10.980028642048547,96,89,0.051068373024463654,0.0390162131147132,nominal,96,10,11042
all_constraints,all_constraints,0.7415730337078652,0.44025018423517004,0.9775280898876404,0.14905216367918436,31.818181818181806,96,89,0.051068373024463654,0.0390162131147132,nominal,96,10,11042
Any_DLT,dlt_only,0.8526315789473684,0.35635331059341196,1.0,0.0,17.283950617283953,96,95,0.019412286579608917,0.002208866558364836,robust_reg,96,10,11042
Blood,dlt_only,0.8736842105263158,0.33396729560733096,1.0,0.0,14.457831325301198,96,95,0.019412286579608917,0.002208866558364836,robust_reg,96,10,11042
Constitutional,dlt_only,0.8631578947368421,0.34550383548659225,0.9473684210526315,0.22448148540588725,9.7560975609756,96,95,0.019412286579608917,0.002208866558364836,robust_reg,96,10,11042
Infection,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.019412286579608917,0.002208866558364836,robust_reg,96,10,11042
Gastrointestinal,dlt_only,0.8631578947368421,0.34550383548659225,1.0,0.0,15.853658536585364,96,95,0.019412286579608917,0.002208866558364836,robust_reg,96,10,11042
Overall_Survival,dlt_only,10.70978762534661,1.7788508773193075,11.978475005940922,0.9578816161521306,11.846055449239143,96,95,0.019412286579608917,0.002208866558364836,robust_reg,96,10,11042
all_constraints,dlt_only,0.6947368421052632,0.462961884615724,0.9473684210526315,0.22448148540588725,36.363636363636346,96,95,0.019412286579608917,0.002208866558364836,robust_reg,96,10,11042
Any_DLT,all_constraints,0.8651685393258427,0.34347857005916343,0.9775280898876404,0.14905216367918436,12.98701298701298,96,89,0.09556047866741817,0.0901943220128774,robust_reg,90,10,11042
Blood,all_constraints,0.8876404494382022,0.3175975958515819,0.9438202247191011,0.23157320469295906,6.3291139240506356,96,89,0.09556047866741817,0.0901943220128774,robust_reg,90,10,11042
Constitutional,all_constraints,0.898876404494382,0.30320049697971085,0.9775280898876404,0.14905216367918436,8.749999999999996,96,89,0.09556047866741817,0.0901943220128774,robust_reg,90,10,11042
Infection,all_constraints,0.8876404494382022,0.3175975958515819,0.9662921348314607,0.18149869785703643,8.860759493670896,96,89,0.09556047866741817,0.0901943220128774,robust_reg,90,10,11042
Gastrointestinal,all_constraints,0.8651685393258427,0.3434785700591634,1.0,0.0,15.584415584415584,96,89,0.09556047866741817,0.0901943220128774,robust_reg,90,10,11042
Overall_Survival,all_constraints,10.753513860264947,1.8278199004566187,10.745363622038328,1.7777253589064386,-0.07579139556173516,96,89,0.09556047866741817,0.0901943220128774,robust_reg,90,10,11042
all_constraints,all_constraints,0.7415730337078652,0.44025018423517004,0.9325842696629213,0.2521612403074291,25.757575757575744,96,89,0.09556047866741817,0.0901943220128774,robust_reg,90,10,11042
Any_DLT,dlt_only,0.851063829787234,0.3579345410363401,0.9893617021276596,0.10314212462587934,16.250000000000004,96,94,0.028996191918849945,0.025090096311513002,cp,94,11,12042
Blood,dlt_only,0.8723404255319149,0.3354997092507591,0.9468085106382979,0.22561844642593037,8.53658536585365,96,94,0.028996191918849945,0.025090096311513002,cp,94,11,12042
Constitutional,dlt_only,0.8723404255319149,0.3354997092507591,0.9148936170212766,0.2805361406225205,4.8780487804877986,96,94,0.028996191918849945,0.025090096311513002,cp,94,11,12042
Infection,dlt_only,0.8617021276595744,0.3470633740209737,0.9574468085106383,0.2029298102618999,11.111111111111121,96,94,0.028996191918849945,0.025090096311513002,cp,94,11,12042
Gastrointestinal,dlt_only,0.8617021276595744,0.3470633740209737,1.0,0.0,16.049382716049386,96,94,0.028996191918849945,0.025090096311513002,cp,94,11,12042
Overall_Survival,dlt_only,10.710532699901927,1.7930739213017046,11.970470580291202,0.9954657777516357,11.763540765818416,96,94,0.028996191918849945,0.025090096311513002,cp,94,11,12042
all_constraints,dlt_only,0.7021276595744681,0.45977524275495457,0.8723404255319149,0.3354997092507591,24.242424242424246,96,94,0.028996191918849945,0.025090096311513002,cp,94,11,12042
Any_DLT,all_constraints,0.9,0.3016806854192959,1.0,0.0,11.111111111111109,96,90,0.3759694720307986,0.48282301655788534,cp,90,11,12042
Blood,all_constraints,0.8777777777777778,0.3293772734489573,1.0,0.0,13.924050632911394,96,90,0.3759694720307986,0.48282301655788534,cp,90,11,12042
Constitutional,all_constraints,0.8888888888888888,0.31603030875998483,0.9666666666666667,0.18051113445691194,8.750000000000007,96,90,0.3759694720307986,0.48282301655788534,cp,90,11,12042
Infection,all_constraints,0.9111111111111111,0.2861776161146146,1.0,0.0,9.756097560975613,96,90,0.3759694720307986,0.48282301655788534,cp,90,11,12042
Gastrointestinal,all_constraints,0.9,0.3016806854192959,1.0,0.0,11.111111111111109,96,90,0.3759694720307986,0.48282301655788534,cp,90,11,12042
Overall_Survival,all_constraints,10.738959186434313,1.7690983689353166,11.480029477985994,1.014248515329937,6.900764577705233,96,90,0.3759694720307986,0.48282301655788534,cp,90,11,12042
all_constraints,all_constraints,0.7333333333333333,0.4446940622369092,0.9666666666666667,0.18051113445691194,31.818181818181827,96,90,0.3759694720307986,0.48282301655788534,cp,90,11,12042
Any_DLT,dlt_only,0.851063829787234,0.3579345410363401,1.0,0.0,17.5,96,94,0.013214752078056335,0.0011614257580021524,nominal,96,11,12042
Blood,dlt_only,0.8723404255319149,0.3354997092507591,1.0,0.0,14.63414634146341,96,94,0.013214752078056335,0.0011614257580021524,nominal,96,11,12042
Constitutional,dlt_only,0.8723404255319149,0.3354997092507591,0.9680851063829787,0.1767160202664313,10.975609756097557,96,94,0.013214752078056335,0.0011614257580021524,nominal,96,11,12042
Infection,dlt_only,0.8617021276595744,0.3470633740209737,1.0,0.0,16.049382716049386,96,94,0.013214752078056335,0.0011614257580021524,nominal,96,11,12042
Gastrointestinal,dlt_only,0.8617021276595744,0.3470633740209737,1.0,0.0,16.049382716049386,96,94,0.013214752078056335,0.0011614257580021524,nominal,96,11,12042
Overall_Survival,dlt_only,10.710532699901927,1.7930739213017046,11.953719952343919,0.9803087920629567,11.607146789751877,96,94,0.013214752078056335,0.0011614257580021524,nominal,96,11,12042
all_constraints,dlt_only,0.7021276595744681,0.45977524275495457,0.9680851063829787,0.1767160202664313,37.878787878787875,96,94,0.013214752078056335,0.0011614257580021524,nominal,96,11,12042
Any_DLT,all_constraints,0.9,0.3016806854192959,1.0,0.0,11.111111111111109,96,90,0.10922788331906001,0.3492301870825007,nominal,96,11,12042
Blood,all_constraints,0.8777777777777778,0.3293772734489573,1.0,0.0,13.924050632911394,96,90,0.10922788331906001,0.3492301870825007,nominal,96,11,12042
Constitutional,all_constraints,0.8888888888888888,0.31603030875998483,1.0,0.0,12.500000000000007,96,90,0.10922788331906001,0.3492301870825007,nominal,96,11,12042
Infection,all_constraints,0.9111111111111111,0.2861776161146146,1.0,0.0,9.756097560975613,96,90,0.10922788331906001,0.3492301870825007,nominal,96,11,12042
Gastrointestinal,all_constraints,0.9,0.3016806854192959,1.0,0.0,11.111111111111109,96,90,0.10922788331906001,0.3492301870825007,nominal,96,11,12042
