method,constraint_mode,outcome,rhs,strength,prescribed_mean,prescribed_sd,worst_case,low_quantile,given_mean,n_realizations
robust_reg,dlt_only,Overall_Survival,0.6,1.0,11.858034947834696,0.48878731252103164,10.997058696589816,11.000646446105861,10.708289431709586,10.0
robust_reg,dlt_only,all_constraints,0.6,1.0,0.8111010822524068,0.3006593801312196,0.15384615384615385,0.3250620347394541,0.7192842019520141,10.0
robust_reg,all_constraints,Any_DLT,0.6,1.0,0.9622719336820558,0.061637153977766354,0.8279569892473119,0.8679020819034546,0.8762882653390054,10.0
robust_reg,all_constraints,Blood,0.6,1.0,0.9067530017763239,0.1797006310255067,0.5591397849462365,0.5729352550903684,0.8779694322935978,10.0
robust_reg,all_constraints,Constitutional,0.6,1.0,0.9671068870363738,0.021391376367188443,0.925531914893617,0.9436401480111009,0.8897662240533712,10.0
robust_reg,all_constraints,Infection,0.6,1.0,0.9517244742824118,0.10168003117565573,0.6989247311827957,0.8262754518416838,0.8953282374798478,10.0
robust_reg,all_constraints,Gastrointestinal,0.6,1.0,0.9945313266006472,0.009176262896459893,0.978494623655914,0.9787005261953786,0.8794909302372134,10.0
robust_reg,all_constraints,Overall_Survival,0.6,1.0,11.771374300746256,0.4054291106331893,10.937072458688805,11.129712843618144,10.73627053744285,10.0
robust_reg,all_constraints,all_constraints,0.6,1.0,0.8705259332647668,0.19479635867616096,0.4787234042553192,0.5220658888126287,0.7301192968794017,10.0
cp,dlt_only,Any_DLT,0.6,1.0,0.9934872922776148,0.0136240137761768,0.956989247311828,0.9854716520039101,0.8657041576983001,10.0
cp,dlt_only,Blood,0.6,1.0,0.9806658084416998,0.04382032117280644,0.8602150537634409,0.9576004527447651,0.8763221412611966,10.0
cp,dlt_only,Constitutional,0.6,1.0,0.9631895771630761,0.007071755293324514,0.9560439560439561,0.9568947181850408,0.8808517908425643,10.0
cp,dlt_only,Infection,0.6,1.0,0.9978494623655912,0.00453373141242778,0.989247311827957,0.989247311827957,0.8786714398776094,10.0
cp,dlt_only,Gastrointestinal,0.6,1.0,0.9966894664475309,0.005332443392693479,0.9886363636363636,0.9889735264735265,0.8721491870019203,10.0
cp,dlt_only,Overall_Survival,0.6,1.0,11.470730102711283,0.46234126822795224,10.674281171938933,10.874878473712263,10.708289431709586,10.0
cp,dlt_only,all_constraints,0.6,1.0,0.9416812156886705,0.05008561867206947,0.8064516129032258,0.9114143920595534,0.7192842019520141,10.0
cp,all_constraints,Any_DLT,0.6,1.0,0.9698922244437149,0.08776601728940063,0.7204301075268817,0.962260402057036,0.8762882653390054,10.0
cp,all_constraints,Blood,0.6,1.0,0.8969388114109712,0.22965169963165094,0.2903225806451613,0.6800960878517502,0.8779694322935978,10.0
cp,all_constraints,Constitutional,0.6,1.0,0.9779177895200096,0.012758339920868349,0.9651162790697675,0.9658298097251586,0.8897662240533712,10.0
cp,all_constraints,Infection,0.6,1.0,0.9387091800702256,0.1789280017085618,0.43010752688172044,0.9234455352968677,0.8953282374798478,10.0
cp,all_constraints,Gastrointestinal,0.6,1.0,0.9988095238095237,0.0037646162621052,0.9880952380952381,0.9988095238095238,0.8794909302372134,10.0
cp,all_constraints,Overall_Survival,0.6,1.0,11.311858811524575,0.6210101379448753,10.521440390265305,10.6367744966924,10.73627053744285,10.0
cp,all_constraints,all_constraints,0.6,1.0,0.8682664052454137,0.23872596525485987,0.23655913978494625,0.6459963395104096,0.7301192968794017,10.0
