method,knob,fold,context_idx,solved,feasible,objective
cp@rho=0.5,0.3,2,288,1.0,1.0,11.732719208440509
cp@rho=0.5,0.3,2,297,1.0,1.0,10.471561644087593
cp@rho=0.5,0.3,2,304,0.0,nan,nan
cp@rho=0.5,0.3,2,318,1.0,1.0,12.238553419721173
cp@rho=0.5,0.3,3,4,1.0,1.0,11.616619543598018
cp@rho=0.5,0.3,3,5,1.0,1.0,11.628279347883051
cp@rho=0.5,0.3,3,6,0.0,nan,nan
cp@rho=0.5,0.3,3,38,1.0,0.0,11.014798156605579
cp@rho=0.5,0.3,3,39,0.0,nan,nan
cp@rho=0.5,0.3,3,40,1.0,0.0,11.548976401132471
cp@rho=0.5,0.3,3,41,1.0,0.0,11.590288737806107
cp@rho=0.5,0.3,3,44,1.0,1.0,11.632006211909223
cp@rho=0.5,0.3,3,45,1.0,1.0,11.63220949685058
cp@rho=0.5,0.3,3,54,1.0,0.0,11.741440254745783
cp@rho=0.5,0.3,3,67,1.0,1.0,12.380605619194446
cp@rho=0.5,0.3,3,75,1.0,1.0,12.212035969070184
cp@rho=0.5,0.3,3,77,1.0,1.0,13.260320974378457
cp@rho=0.5,0.3,3,78,1.0,1.0,13.055557258180405
cp@rho=0.5,0.3,3,90,1.0,1.0,11.951199173212098
cp@rho=0.5,0.3,3,91,1.0,1.0,11.8771893660102
cp@rho=0.5,0.3,3,125,1.0,1.0,12.374911012283725
cp@rho=0.5,0.3,3,142,1.0,1.0,11.868983786521886
cp@rho=0.5,0.3,3,144,1.0,1.0,10.687996623266352
cp@rho=0.5,0.3,3,145,1.0,1.0,11.383535975802822
cp@rho=0.5,0.3,3,161,1.0,1.0,13.514901994126797
cp@rho=0.5,0.3,3,163,1.0,0.0,10.405540454245601
cp@rho=0.5,0.3,3,191,1.0,1.0,10.529459542490846
cp@rho=0.5,0.3,3,204,1.0,1.0,12.13657557761534
cp@rho=0.5,0.3,3,205,1.0,1.0,12.303756024355346
cp@rho=0.5,0.3,3,210,1.0,1.0,11.573707737727355
cp@rho=0.5,0.3,3,216,1.0,1.0,9.499289026547762
cp@rho=0.5,0.3,3,219,1.0,1.0,13.627384505892103
cp@rho=0.5,0.3,3,221,1.0,1.0,12.24057636391286
cp@rho=0.5,0.3,3,234,1.0,1.0,12.340049231765711
cp@rho=0.5,0.3,3,235,1.0,1.0,12.229374347874822
cp@rho=0.5,0.3,3,250,1.0,1.0,12.092711811045938
cp@rho=0.5,0.3,3,251,1.0,1.0,12.46649013390369
cp@rho=0.5,0.3,3,255,1.0,1.0,12.308222887696873
